sku,brand,name,short_description,description,rrp,price
PM25L,ROBAND,ROBAND PM25L,"Roband PM25L Pie Master Pie & Food Warmer - 25 PIES, HINGED DOOR, INTERNAL LIGHT","<div><li>Pie Capacity: 25</li><li>Pie warmer, hinged glass door</li><li>Internal light</li><li>Baffle tray in the base</li><li>Centrally positioned steam pan</li><li>Stylish brushed stainless design</li><li>Variety of sizes available ? 25, 50 and 100 pie capacity</li><li>Adjustable feet</li><li>Easily removable crumb tray</li><li>Display racks in each unit can be positioned horizontally</li><li>Stop rail on each shelf so food does not touch the glass</li><li>Power: 1,200 Watts; 5.2A</li><li>Warranty: 12 months Parts & Labour</li><li>Dimension: 401 x 398 x 585[h]mm</li><li>Weight: 21kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><h3>Roband Pie Master Pie & Food Warmers</h3><p>The new range of Roband Pie Masters all feature a modern, brushed stainless steel body, adjustable feet and metal control knobs. The cleverly designed display racks can also be installed either horizontally or at an angle enabling the contents to be displayed in the most appealing way.</p><p>Models with stainless steel doors on front and stainless steel back, PM50S and PM100S, are also available.</p><h3>Models with Lights</h3><p>For enhanced functionality, the PM25L, PM50L, PM50LG, PM100L and PM100LG models also feature a baffle tray in the base along with a centrally positioned steam pan that produces a delicate steam to keep food moist. An internal light in the ceiling of the machines produces a warm coloured light, further enhancing the appeal and presentation of the food.</p></div>",873,749.36
PM50,ROBAND,ROBAND PM50,Roband PM50 Pie Master Pie & Food Warmer - 50 PIES,"<div><li>Pie Capacity: 50</li><li>Glass doors single side</li><li>Stylish brushed stainless design</li><li>Variety of sizes available ? 25, 50 and 100 pie capacity</li><li>Adjustable feet</li><li>Easily removable crumb tray</li><li>Display racks in each unit can be positioned horizontally</li><li>Stop rail on each shelf so food does not touch the glass</li><li>Power: 1,250 Watts; 5.4A</li><li>Warranty: 12 months Parts & Labour</li><li>Dimension: 610 x 392 x 585[h]mm</li><li>Weight: 25kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><h3>Roband Pie Master Pie & Food Warmers</h3><p>The new range of Roband Pie Masters all feature a modern, brushed stainless steel body, adjustable feet and metal control knobs. The cleverly designed display racks can also be installed either horizontally or at an angle enabling the contents to be displayed in the most appealing way.</p><p>Models with stainless steel doors on front and stainless steel back, PM50S and PM100S, are also available.</p><h3>Models with Lights</h3><p>For enhanced functionality, the PM25L, PM50L, PM50LG, PM100L and PM100LG models also feature a baffle tray in the base along with a centrally positioned steam pan that produces a delicate steam to keep food moist. An internal light in the ceiling of the machines produces a warm coloured light, further enhancing the appeal and presentation of the food.</p></div>",856,735.44
PM50G,ROBAND,ROBAND PM50G,"Roband PM50G Pie Master Pie & Food Warmer - 50 PIES, GLASS DOORS BOTH SIDES","<div><li>Pie Capacity: 50</li><li>Glass doors in both sides</li><li>Stylish brushed stainless design</li><li>Variety of sizes available ? 25, 50 and 100 pie capacity</li><li>Adjustable feet</li><li>Easily removable crumb tray</li><li>Display racks in each unit can be positioned horizontally</li><li>Stop rail on each shelf so food does not touch the glass</li><li>Power: 1,250 Watts; 5.4A</li><li>Warranty: 12 months Parts & Labour</li><li>Dimension: 610 x 392 x 585[h]mm</li><li>Weight: 25kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><h3>Roband Pie Master Pie & Food Warmers</h3><p>The new range of Roband Pie Masters all feature a modern, brushed stainless steel body, adjustable feet and metal control knobs. The cleverly designed display racks can also be installed either horizontally or at an angle enabling the contents to be displayed in the most appealing way.</p><p>Models with stainless steel doors on front and stainless steel back, PM50S and PM100S, are also available.</p><h3>Models with Lights</h3><p>For enhanced functionality, the PM25L, PM50L, PM50LG, PM100L and PM100LG models also feature a baffle tray in the base along with a centrally positioned steam pan that produces a delicate steam to keep food moist. An internal light in the ceiling of the machines produces a warm coloured light, further enhancing the appeal and presentation of the food.</p></div>",894,767.92
PM50L,ROBAND,ROBAND PM50L,"Roband PM50L Pie Master Pie & Food Warmer - 50 PIES, INTERNAL LIGHT","<div><li>Pie Capacity: 50</li><li>Glass doors single side</li><li>Internal light</li><li>Baffle tray in the base</li><li>Centrally positioned steam pan</li><li>Stylish brushed stainless design</li><li>Variety of sizes available ? 25, 50 and 100 pie capacity</li><li>Adjustable feet</li><li>Easily removable crumb tray</li><li>Display racks in each unit can be positioned horizontally</li><li>Stop rail on each shelf so food does not touch the glass</li><li>Power: 1,350 Watts; 5.9A</li><li>Warranty: 12 months Parts & Labour</li><li>Dimensions: 610 x 392 x 507[h]mm</li><li>Weight: 26kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><h3>Roband Pie Master Pie & Food Warmers</h3><p>The new range of Roband Pie Masters all feature a modern, brushed stainless steel body, adjustable feet and metal control knobs. The cleverly designed display racks can also be installed either horizontally or at an angle enabling the contents to be displayed in the most appealing way.</p><p>Models with stainless steel doors on front and stainless steel back, PM50S and PM100S, are also available.</p><h3>Models with Lights</h3><p>For enhanced functionality, the PM25L, PM50L, PM50LG, PM100L and PM100LG models also feature a baffle tray in the base along with a centrally positioned steam pan that produces a delicate steam to keep food moist. An internal light in the ceiling of the machines produces a warm coloured light, further enhancing the appeal and presentation of the food.</p></div>",923,792.28
PM50LG,ROBAND,ROBAND PM50LG,"Roband PM50LG Pie Master Pie & Food Warmer - 50 PIES, GLASS DOORS BOTH SIDES, INTERNAL LIGHT","<div><li>Pie Capacity: 50</li><li>Glass doors both sides</li><li>Internal light</li><li>Baffle tray in the base</li><li>Centrally positioned steam pan</li><li>Stylish brushed stainless design</li><li>Variety of sizes available ? 25, 50 and 100 pie capacity</li><li>Adjustable feet</li><li>Easily removable crumb tray</li><li>Display racks in each unit can be positioned horizontally</li><li>Stop rail on each shelf so food does not touch the glass</li><li>Power: 1,350 Watts; 5.9A</li><li>Warranty: 12 months Parts & Labour</li><li>Dimensions: 610 x 392 x 507[h]mm</li><li>Weight: 26kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><h3>Roband Pie Master Pie & Food Warmers</h3><p>The new range of Roband Pie Masters all feature a modern, brushed stainless steel body, adjustable feet and metal control knobs. The cleverly designed display racks can also be installed either horizontally or at an angle enabling the contents to be displayed in the most appealing way.</p><p>Models with stainless steel doors on front and stainless steel back, PM50S and PM100S, are also available.</p><h3>Models with Lights</h3><p>For enhanced functionality, the PM25L, PM50L, PM50LG, PM100L and PM100LG models also feature a baffle tray in the base along with a centrally positioned steam pan that produces a delicate steam to keep food moist. An internal light in the ceiling of the machines produces a warm coloured light, further enhancing the appeal and presentation of the food.</p></div>",970,832.88
PMB100L,ROBAND,ROBAND PMB100L,"PMB100L Roband Black Pie Master Pie & Food Warmer - 100 PIES, INTERNAL LIGHT","Features: 

Stylish black powder coated finish on stainless steel construction
Sliding glass door (50and 100 pie capacity models)
Internal lighting to illuminate contents
Baffle tray with steam (1/9 gastronorm) pan in the base of the unit to provide moisture to contents
Display racks can be positioned horizontally or at an angle enabling the best display of contents
Stop rail on each shelf so food does not touch the glass
Adjustable feet
Easily removable crumb tray
Dimensions: 772mm W x 392 D x 587 H

Pie Capacity: 100

Current: 7.2 Amps

Power: 1,650 Watts","1,224.00","1,050.96"
PMB25L,ROBAND,ROBAND PMB25L,"Roband PMB25L Black Pie Master Pie & Food Warmer - 25 PIES, HINGED DOOR, INTERNAL LIGHT","NAME: ROBAND Pie & Food Warmer 25 Capacity With Light 401mm Black PMB25L
CODE: ROPMB25L
WEIGHT(KG): 24.0000
POWER: 1200 Watts
POWER SOURCE: 1 Phase 10 Amp Plug
BRAND: Roband
DEPTH(MM): 398
HIGH(MM): 585
LENGTH(MM): 401
WARRANTY: 1 Year P&L",998,857.24
PMB50L,ROBAND,ROBAND PMB50L,"PMB50L Roband Black Pie Master Pie & Food Warmer - 50 PIES, INTERNAL LIGHT","Features: 

Stylish black powder coated finish on stainless steel construction
Sliding glass door 
Internal lighting to illuminate contents
Baffle tray with steam (1/9 gastronorm) pan in the base of the unit to provide moisture to contents
Display racks can be positioned horizontally or at an angle enabling the best display of contents
Stop rail on each shelf so food does not touch the glass
Adjustable feet
Easily removable crumb tray
Dimensions: 610mm W x 392 D x 507 H

Pie Capacity: 50

Current: 5.9 Amps

Power: 1,350 Watts","1,068.00",917.56
H200F,ROBAND,ROBAND H200F,Roband H200F/H200R Heat'n' Hold Pie Warmer,"Roband H200F - Heat n Hold Food Warmer
Glass on Display side: Fixed

Glass on Control side: Hinged

Total Power: 2,300 Watts

Total Current: 10 Amps

Phase: Single

Dimensions: 878W x 635D x 972H mm","4,455.00","3,828.00"
H200R,ROBAND,ROBAND H200R,Roband H200R - Heat n Hold Food Warmer - Sliding Glass,"Roband H200R - Heat n Hold Food Warmer - Sliding Glass
Glass on Display side: Sliding

Glass on Control side: Hinged

Total Power: 2,300 Watts

Total Current: 10 Amps

Phase: Single

Dimensions: 878W x 666D x 972H mm","4,617.00","3,967.20"
HT200,ROBAND,ROBAND HT200,Roband HT200 - Trolley to suit H200F & H200R,"Roband HT200 - Trolley to suit H200F & H200R Food Warmers
Dimensions: 899W x 598D x 429H mm (height includes castors)

NB: Overall combined height of H200 & HT200 is 1380mm.",950,815.48
F111,ROBAND,ROBAND F111,"Roband F-111 Deep Fryer - 1 PAN, 3450W","Product Description:
Single tank; Two baskets
11 Litre Capacity
Stainless steel construction
Swing back elements
Precise thermostat control
Maximum and minimum oil level markers
Easily removable tank
Isolating switch
Insulated basket handle
Element guard and capillary protection
Safety over-temp cut-out
Pan cover included
18 min heat up time
14kg thawed chip production/hr
12.5kg frozen chip production/hr
Pan cover included
Warranty 12 months Parts & Labour
Power: 3,450 W ; single phase; 15Amps
Dimensions: 545 x 425 x 340 (H)",904,776.04
F15,ROBAND,ROBAND F15,"Roband F-15 Deep Fryer - 1 PAN, 2300W","Product Description:
Single tank; 5 Litre Capacity
Stainless steel construction
Swing back elements
Precise thermostat control
Maximum and minimum oil level markers
Easily removable tank
Isolating switch
Insulated basket handle
5 litres capacity
5 litres capacity
Element guard and capillary protection
Safety over-temp cut-out
Pan cover included
11 min heat up time
7kg thawed chip production/hr
6.5kg frozen chip production/hr
Pan cover included
Warranty 12 months Parts & Labour
Power: 2300 W ; single phase; 10 Amps
Dimensions: 215 x 425 x 340mm (H)",658,564.92
F18,ROBAND,ROBAND F18,"Roband F-18 Deep Fryer - 1 PAN, 3450W","Product Description:
Single tank; 8 Litre Capacity
Stainless steel construction
Swing back elements
Precise thermostat control
Maximum and minimum oil level markers
Easily removable tank
Isolating switch
Insulated basket handle
Element guard and capillary protection
Safety over-temp cut-out
Pan cover included
13 min heat up time
10.5kg thawed chip production/hr
10kg frozen chip production/hr
Pan cover included
Warranty 12 months Parts & Labour
Power: 3,450 W ; single phase; 15Amps
Dimensions: 275 x 425 x 390 (H)",731,627.56
F25,ROBAND,ROBAND F25,"Roband F-25 Deep Fryer - 2 PAN, 2 x 2300W","Product Description:
Twin tank; Two baskets
2 x 5 Litre Capacity
Stainless steel construction
Swing back elements
Precise thermostat control
Maximum and minimum oil level markers
Easily removable tank
Isolating switch
Insulated basket handle
Element guard and capillary protection
Safety over-temp cut-out
Pan cover included
11 min heat up time
14kg thawed chip production/hr
13kg frozen chip production/hr
Pan cover included
Warranty 12 months Parts & Labour
Power: 2 x 2,300W; 2 x 10Amps
Dimensions: 545 x 425 x 340 (H)","1,132.00",972.08
F28,ROBAND,ROBAND F28,"Roband F-28 Deep Fryer - 2 PAN, 2 x 3450W","Product Description:
Twin tank; Two baskets
2 x 8 Litre Capacity
Stainless steel construction
Swing back elements
Precise thermostat control
Maximum and minimum oil level markers
Easily removable tank
Isolating switch
Insulated basket handle
Element guard and capillary protection
Safety over-temp cut-out
Pan cover included
13 min heat up time
21kg thawed chip production/hr
20kg frozen chip production/hr
Pan cover included
Warranty 12 months Parts & Labour
Power: 2 x 3,450W; 2 x 15Amps
Dimensions: 545 x 425 x 390 (H)","1,286.00","1,104.32"
FD10,ROBAND,ROBAND FD10,Roband FD10 Countertop Donut Fryer - 2300W,"Produce perfect donuts every time. Designed specifically for donut frying, the shallow pan ensures optimum temperatures and recovery times for perfect results.


Donut fryer
8.5 litre tank
20 min heat up time","1,116.00",958.16
FR111,ROBAND,ROBAND FR111,"Roband FR111 Frypod Deep Fryer - 1 PAN, 3450W","Product Description:
Single Pan/Double Basket Fryer
11 Litre tank
Heat up time: 18 minutes
Precise thermostat control
Delivered perfectly fried food consistently
Modern brushed stainless steel finish
Quality metal control knobs
Safety lock mechanism
Prevents element removal when machine is switched on
Elements easily swing back and offer two lock positions
Beveled fryer body providing lip for easy tank removal
Splashguard with bash plate that returns oil into pan
A fryer lid that can fit either with the fryer basket handle protruding from the front
Insulated basket handle
Safety over-temperature cut-out
Element guard and capillary protection
Maximum and minimum oil level markers
Multi-functional fryer lid included
Isolating switch
Thawed chips production: 14kg/hr
Fozen chips production: 12.5kg/hr
Power: 3,450 Watts ; 15A
Warranty: 12 months Parts & Labour
Dimensions: 555 x 480 x 335[h]mm",971,834.04
FR15,ROBAND,ROBAND FR15,"Roband FR15 Frypod Deep Fryer - 1 PAN, 2300W","Product Description:
Single pan fryer; 5 litre tank
Heat up time: 11 minutes
Precise thermostat control
Delivered perfectly fried food consistently
Modern brushed stainless steel finish
Quality metal control knobs
Safety lock mechanism
Prevents element removal when machine is switched on
Elements easily swing back and offer two lock positions
Beveled fryer body providing lip for easy tank removal
Splashguard with bash plate that returns oil into pan
A fryer lid that can fit either with the fryer basket handle protruding from the front
Insulated basket handle
Safety over-temperature cut-out
Element guard and capillary protection
Maximum and minimum oil level markers
Multi-functional fryer lid included
Isolating switch
Thawed chips production: 7kg/hr
rFozen chips production: 6.5kg/hr
Power: 2,300 Watts ; 10A
Warranty: 12 months Parts & Labour
Dimensions: 290 x 480 x 335[h]mm",734,629.88
FR18,ROBAND,ROBAND FR18,"Roband FR18 Frypod Deep Fryer - 1 PAN, 3450W","Product Description:
Single pan fryer; 8 litre tank
Heat up time: 13 minutes
Precise thermostat control
Delivered perfectly fried food consistently
Modern brushed stainless steel finish
Quality metal control knobs
Safety lock mechanism
Prevents element removal when machine is switched on
Elements easily swing back and offer two lock positions
Beveled fryer body providing lip for easy tank removal
Splashguard with bash plate that returns oil into pan
A fryer lid that can fit either with the fryer basket handle protruding from the front
Insulated basket handle
Safety over-temperature cut-out
Element guard and capillary protection
Maximum and minimum oil level markers
Multi-functional fryer lid included
Isolating switch
Thawed chips production: 10.5kg/hr
Fozen chips production: 10kg/hr
Power: 3,450 Watts ; 15A
Warranty: 12 months Parts & Labour
Dimensions: 290 x 480 x 385[h]mm",794,682.08
FR25,ROBAND,ROBAND FR25,"Roband FR25 Frypod Deep Fryer - 2 PANS, 2 X 2300W","<div><li>Double pan fryer; 2 x 5 litre tanks</li><li>Heat up time: 11 minutes</li><li>Precise thermostat control</li><li>Delivered perfectly fried food consistently</li><li>Modern brushed stainless steel finish</li><li>Quality metal control knobs</li><li>Safety lock mechanism</li><li>Prevents element removal when machine is switched on</li><li>Elements easily swing back and offer two lock positions</li><li>Beveled fryer body providing lip for easy tank removal</li><li>Splashguard with bash plate that returns oil into pan</li><li>A fryer lid that can fit either with the fryer basket handle protruding from the front</li><li>Insulated basket handle</li><li>Safety over-temperature cut-out</li><li>Element guard and capillary protection</li><li>Maximum and minimum oil level markers</li><li>Multi-functional fryer lid included</li><li>Isolating switch</li><li>Thawed chips production: 14kg/hr</li><li>Fozen chips production: 13kg/hr</li><li>Power: 2 x 2,300 Watts ; 2 x 10A</li><li>Warranty: 12 months Parts & Labour</li><li>Dimensions: 570 x 480 x 335[h]mm</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><h3>Roband Frypod</h3><p>The Roband Frypod delivers perfectly fried food time after time. The Roband Frypod elements respond to any drop in temperature which ensures that the temperature drop of the oil is minimised during the cooking process, delivering consistent, perfect results. It also means less oil in the food and longer oil life.</p><p>With a modern brushed stainless steel finish, the sleek exterior also houses a simple but clever safety lock mechanism that prevents users from removing the elements when the machine is switched on and prevents the machine from being turned on when the elements are removed.</p><p>For cleaning, the Frypod provides a number of thoughtful features. The elements easily swing back into two lock positions ? one for draining oil, one for tank removal. The splashguard, that returns splashed oil to the pan during use and incorporates a bash plate, can also be removed and washed, whilst the beveled edge of the fryer body itself provides a lip for easy tank removal.</p></div>","1,307.00","1,122.88"
FR28,ROBAND,ROBAND FR28,"Roband FR28 Frypod Deep Fryer - 2 PANS, 2 X 3450W","<div><li>Double pan fryer; 2 x 8 litre tanks</li><li>Heat up time: 13 minutes</li><li>Precise thermostat control</li><li>Delivered perfectly fried food consistently</li><li>Modern brushed stainless steel finish</li><li>Quality metal control knobs</li><li>Safety lock mechanism</li><li>Prevents element removal when machine is switched on</li><li>Elements easily swing back and offer two lock positions</li><li>Beveled fryer body providing lip for easy tank removal</li><li>Splashguard with bash plate that returns oil into pan</li><li>A fryer lid that can fit either with the fryer basket handle protruding from the front</li><li>Insulated basket handle</li><li>Safety over-temperature cut-out</li><li>Element guard and capillary protection</li><li>Maximum and minimum oil level markers</li><li>Multi-functional fryer lid included</li><li>Isolating switch</li><li>Thawed chips production: 21kg/hr</li><li>Fozen chips production: 20kg/hr</li><li>Power: 2 x 3,450 Watts ; 2 x 15A</li><li>Warranty: 12 months Parts & Labour</li><li>Dimensions: 570 x 480 x 385[h]mm</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><h3>Roband Frypod</h3><p>The Roband Frypod delivers perfectly fried food time after time. The Roband Frypod elements respond to any drop in temperature which ensures that the temperature drop of the oil is minimised during the cooking process, delivering consistent, perfect results. It also means less oil in the food and longer oil life.</p><p>With a modern brushed stainless steel finish, the sleek exterior also houses a simple but clever safety lock mechanism that prevents users from removing the elements when the machine is switched on and prevents the machine from being turned on when the elements are removed.</p><p>For cleaning, the Frypod provides a number of thoughtful features. The elements easily swing back into two lock positions ? one for draining oil, one for tank removal. The splashguard, that returns splashed oil to the pan during use and incorporates a bash plate, can also be removed and washed, whilst the beveled edge of the fryer body itself provides a lip for easy tank removal.</p></div>","1,418.00","1,218.00"
11,ROBAND,ROBAND 11,Roband 11 Boiling Plate - SINGLE,"Product Description:
Hot plate diameter 190 mm
6 heat settings for each hot plate
High speed recovery
Sealed cast iron hot plates
Stainless steel construction
Warranty: 12 months Parts & Labour
Power: 1840 Watts; 240 volts; single phase
Power: 8.3 Amps
Dimensions: 300 x 255 x 105 (H)",357,306.24
12,ROBAND,ROBAND 12,Roband 12 Hot Plate - DOUBLE,"Product Description:
Hot plate diameter 2 x 150 mm
6 heat settings for each hot plate
High speed recovery
Sealed cast iron hot plates
Stainless steel construction
Warranty 12 months Parts & Labour
Power: 2300 Watts; 240 volts; single phase
Power: 10 Amps
Dimensions: 510 x 265 x 105 (H)",454,389.76
13,ROBAND,ROBAND 13,Roband 13 Boiling Hot Plate - SINGLE,"Product Description:
Hot plate diameter 230 mm
6 heat settings for each hot plate
High speed recovery
Sealed cast iron hot plates
Stainless steel construction
Warranty: 12 months Parts & Labour
Power: 1840 Watts; 240 volts; single phase
Power: 8.3 Amps
Dimensions: 360 x 282 x 105 (H)",435,373.52
